Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 52202 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  13.6 MBytes  113949 Kbits/sec   45   6.73 MBytes       
[  4]  37.00-38.00  sec  37.7 MBytes  316435 Kbits/sec    0   6.45 MBytes       
[  4]  38.00-39.00  sec  37.7 MBytes  316437 Kbits/sec    0   6.45 MBytes       
[  4]  39.00-40.00  sec  37.7 MBytes  316437 Kbits/sec    0   6.45 MBytes       
[  4]  40.00-41.00  sec  37.7 MBytes  316437 Kbits/sec    0   6.45 MBytes       
[  4]  41.00-42.00  sec  37.7 MBytes  316402 Kbits/sec    0   6.45 MBytes       
[  4]  42.00-43.00  sec  37.8 MBytes  316937 Kbits/sec    0   6.45 MBytes       
[  4]  43.00-44.00  sec  37.7 MBytes  316437 Kbits/sec    0   6.45 MBytes       
[  4]  44.00-45.00  sec  37.7 MBytes  315903 Kbits/sec    0   6.45 MBytes       
[  4]  45.00-46.00  sec  37.8 MBytes  316903 Kbits/sec    0   6.45 MBytes       
[  4]  46.00-47.00  sec  37.7 MBytes  316435 Kbits/sec    0   6.45 MBytes       
[  4]  47.00-48.00  sec  37.7 MBytes  315936 Kbits/sec    0   6.45 MBytes       
[  4]  48.00-49.00  sec  37.8 MBytes  316936 Kbits/sec    0   6.45 MBytes       
[  4]  49.00-50.00  sec  37.7 MBytes  316409 Kbits/sec    0   6.45 MBytes       
[  4]  50.00-51.00  sec  37.7 MBytes  316396 Kbits/sec    0   6.45 MBytes       
[  4]  51.00-52.00  sec  37.7 MBytes  316402 Kbits/sec    0   6.45 MBytes       
[  4]  52.00-53.00  sec  37.7 MBytes  316437 Kbits/sec    0   6.45 MBytes       
[  4]  53.00-54.00  sec  37.7 MBytes  316436 Kbits/sec    0   6.45 MBytes       
[  4]  54.00-55.00  sec  26.4 MBytes  221099 Kbits/sec    0   6.42 MBytes       
[  4]  55.00-56.00  sec  37.6 MBytes  315434 Kbits/sec    0   6.43 MBytes       
[  4]  56.00-57.00  sec  37.7 MBytes  315900 Kbits/sec    0   6.43 MBytes       
[  4]  57.00-58.00  sec  37.7 MBytes  315901 Kbits/sec    0   6.45 MBytes       
[  4]  58.00-59.00  sec  37.6 MBytes  315436 Kbits/sec    0   6.45 MBytes       
[  4]  59.00-60.00  sec  37.7 MBytes  315931 Kbits/sec    0   6.45 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  2.14 GBytes  306436 Kbits/sec  547             sender
[  4]   0.00-60.00  sec  2.14 GBytes  306308 Kbits/sec                  receiver

iperf Done.
