Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 51250 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  5.55 MBytes  46512 Kbits/sec   83    839 KBytes       
[  4]   1.00-2.00   sec  6.09 MBytes  51113 Kbits/sec  214   1.31 MBytes       
[  4]   2.00-3.00   sec  5.85 MBytes  49111 Kbits/sec   18   1.30 MBytes       
[  4]   3.00-4.00   sec  5.85 MBytes  49108 Kbits/sec   18    751 KBytes       
[  4]   4.00-5.00   sec  5.91 MBytes  49609 Kbits/sec   30   1.31 MBytes       
[  4]   5.00-6.00   sec  5.91 MBytes  49599 Kbits/sec   18   1.31 MBytes       
[  4]   6.00-7.00   sec  5.91 MBytes  49613 Kbits/sec   16   1.31 MBytes       
[  4]   7.00-8.00   sec  5.62 MBytes  47106 Kbits/sec   26    725 KBytes       
[  4]   8.00-9.00   sec  6.15 MBytes  51605 Kbits/sec   26   1.31 MBytes       
[  4]   9.00-10.00  sec  5.91 MBytes  49608 Kbits/sec   16   1.31 MBytes       
[  4]  10.00-11.00  sec  5.85 MBytes  49110 Kbits/sec   16   1.31 MBytes       
[  4]  11.00-12.00  sec  3.88 MBytes  32576 Kbits/sec   28    708 KBytes       
[  4]  12.00-13.00  sec  6.25 MBytes  52418 Kbits/sec   24   1.31 MBytes       
[  4]  13.00-14.00  sec  5.88 MBytes  49294 Kbits/sec   16   1.31 MBytes       
[  4]  14.00-15.00  sec  5.91 MBytes  49609 Kbits/sec   16   1.31 MBytes       
[  4]  15.00-16.00  sec  5.38 MBytes  45100 Kbits/sec   36    655 KBytes       
[  4]  16.00-17.00  sec  6.39 MBytes  53620 Kbits/sec   18   1.31 MBytes       
[  4]  17.00-18.00  sec  5.91 MBytes  49594 Kbits/sec   14   1.31 MBytes       
[  4]  18.00-19.00  sec  5.91 MBytes  49616 Kbits/sec   16   1.30 MBytes       
[  4]  19.00-20.00  sec  5.32 MBytes  44598 Kbits/sec   32    673 KBytes       
[  4]  20.00-21.00  sec  6.51 MBytes  54624 Kbits/sec   16   1.31 MBytes       
[  4]  21.00-22.00  sec  5.85 MBytes  49100 Kbits/sec   16   1.31 MBytes       
[  4]  22.00-23.00  sec  3.88 MBytes  32576 Kbits/sec   14    673 KBytes       
[  4]  23.00-24.00  sec  6.21 MBytes  52106 Kbits/sec   22   1.30 MBytes       
[  4]  24.00-25.00  sec  5.91 MBytes  49604 Kbits/sec   16   1.31 MBytes       
[  4]  25.00-26.00  sec  5.91 MBytes  49607 Kbits/sec   16   1.31 MBytes       
[  4]  26.00-27.00  sec  5.32 MBytes  44603 Kbits/sec   32    655 KBytes       
[  4]  27.00-28.00  sec  6.45 MBytes  54123 Kbits/sec   16   1.31 MBytes       
[  4]  28.00-29.00  sec  5.91 MBytes  49598 Kbits/sec   16   1.31 MBytes       
[  4]  29.00-30.00  sec  5.91 MBytes  49610 Kbits/sec   16   1.31 MBytes       
[  4]  30.00-31.00  sec  5.32 MBytes  44602 Kbits/sec   32    673 KBytes       
[  4]  31.00-32.00  sec  6.45 MBytes  54120 Kbits/sec   16   1.31 MBytes       
[  4]  32.00-33.00  sec  5.91 MBytes  49599 Kbits/sec   16   1.31 MBytes       
[  4]  33.00-34.00  sec  4.18 MBytes  35080 Kbits/sec    0   1.30 MBytes       
[  4]  34.00-35.00  sec  5.67 MBytes  47601 Kbits/sec   22    725 KBytes       
[  4]  35.00-36.00  sec  6.03 MBytes  50605 Kbits/sec   26   1.30 MBytes       
[  4]  36.00-37.00  sec  5.91 MBytes  49611 Kbits/sec   16   1.31 MBytes       
[  4]  37.00-38.00  sec  5.85 MBytes  49102 Kbits/sec   16   1.30 MBytes       
[  4]  38.00-39.00  sec  5.85 MBytes  49112 Kbits/sec   16   1.31 MBytes       
[  4]  39.00-40.00  sec  5.56 MBytes  46606 Kbits/sec   36   1.06 MBytes       
[  4]  40.00-41.00  sec  6.21 MBytes  52102 Kbits/sec   16   1.31 MBytes       
[  4]  41.00-42.00  sec  5.91 MBytes  49613 Kbits/sec   18   1.31 MBytes       
[  4]  42.00-43.00  sec  5.91 MBytes  49606 Kbits/sec   18   1.31 MBytes       
[  4]  43.00-44.00  sec  5.85 MBytes  49112 Kbits/sec   32   1.31 MBytes       
[  4]  44.00-45.00  sec  3.75 MBytes  31450 Kbits/sec   16    891 KBytes       
[  4]  45.00-46.00  sec  6.35 MBytes  53244 Kbits/sec   18   1.30 MBytes       
[  4]  46.00-47.00  sec  5.91 MBytes  49600 Kbits/sec   16   1.30 MBytes       
[  4]  47.00-48.00  sec  5.91 MBytes  49607 Kbits/sec   16   1.30 MBytes       
[  4]  48.00-49.00  sec  5.85 MBytes  49111 Kbits/sec   34   1.31 MBytes       
[  4]  49.00-50.00  sec  5.91 MBytes  49601 Kbits/sec   16   1.31 MBytes       
[  4]  50.00-51.00  sec  5.91 MBytes  49604 Kbits/sec   16   1.30 MBytes       
[  4]  51.00-52.00  sec  5.91 MBytes  49612 Kbits/sec   16   1.31 MBytes       
[  4]  52.00-53.00  sec  5.85 MBytes  49110 Kbits/sec   32   1.31 MBytes       
