Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 53950 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  6.57 MBytes  55143 Kbits/sec    0   2.98 MBytes       
[  5]  23.00-24.00  sec  21.2 MBytes  178253 Kbits/sec  124   2.42 MBytes       
[  5]  24.00-25.00  sec  23.8 MBytes  199229 Kbits/sec    0   2.42 MBytes       
[  5]  25.00-26.00  sec  25.0 MBytes  209721 Kbits/sec    0   2.42 MBytes       
[  5]  26.00-27.00  sec  21.2 MBytes  178235 Kbits/sec   98   2.42 MBytes       
[  5]  27.00-28.00  sec  23.8 MBytes  199250 Kbits/sec    0   2.42 MBytes       
[  5]  28.00-29.00  sec  22.5 MBytes  188715 Kbits/sec  193   2.42 MBytes       
[  5]  29.00-30.00  sec  22.5 MBytes  188773 Kbits/sec    0   2.42 MBytes       
[  5]  30.00-31.00  sec  23.8 MBytes  199229 Kbits/sec    0   2.42 MBytes       
[  5]  31.00-32.00  sec  22.5 MBytes  188731 Kbits/sec  203   2.42 MBytes       
[  5]  32.00-33.00  sec  23.8 MBytes  199249 Kbits/sec    0   2.42 MBytes       
[  5]  33.00-34.00  sec  23.8 MBytes  199224 Kbits/sec    0   2.42 MBytes       
[  5]  34.00-35.00  sec  22.5 MBytes  188734 Kbits/sec   86   2.42 MBytes       
[  5]  35.00-36.00  sec  22.5 MBytes  188753 Kbits/sec    0   2.42 MBytes       
[  5]  36.00-37.00  sec  23.8 MBytes  199230 Kbits/sec    0   2.42 MBytes       
[  5]  37.00-38.00  sec  22.5 MBytes  188749 Kbits/sec  185   2.42 MBytes       
[  5]  38.00-39.00  sec  22.5 MBytes  188738 Kbits/sec    0   2.42 MBytes       
[  5]  39.00-40.00  sec  25.0 MBytes  209721 Kbits/sec    0   2.42 MBytes       
[  5]  40.00-41.00  sec  21.2 MBytes  178253 Kbits/sec  127   2.42 MBytes       
[  5]  41.00-42.00  sec  23.8 MBytes  199230 Kbits/sec    0   2.42 MBytes       
[  5]  42.00-43.00  sec  21.2 MBytes  178256 Kbits/sec  190   2.42 MBytes       
[  5]  43.00-44.00  sec  23.8 MBytes  199231 Kbits/sec    0   2.42 MBytes       
[  5]  44.00-45.00  sec  23.8 MBytes  199230 Kbits/sec    0   2.42 MBytes       
[  5]  45.00-46.00  sec  20.0 MBytes  167772 Kbits/sec  284   2.42 MBytes       
[  5]  46.00-47.00  sec  23.8 MBytes  199229 Kbits/sec    0   2.42 MBytes       
[  5]  47.00-48.00  sec  23.8 MBytes  199230 Kbits/sec    0   2.42 MBytes       
[  5]  48.00-49.00  sec  22.5 MBytes  188749 Kbits/sec  185   2.42 MBytes       
[  5]  49.00-50.00  sec  23.8 MBytes  199204 Kbits/sec    0   2.42 MBytes       
[  5]  50.00-51.00  sec  23.8 MBytes  199249 Kbits/sec    0   2.42 MBytes       
[  5]  51.00-52.00  sec  21.2 MBytes  178258 Kbits/sec  211   2.42 MBytes       
[  5]  52.00-53.00  sec  23.8 MBytes  199234 Kbits/sec    0   2.42 MBytes       
[  5]  53.00-54.00  sec  21.2 MBytes  178234 Kbits/sec  234   2.42 MBytes       
[  5]  54.00-55.00  sec  22.5 MBytes  188765 Kbits/sec   62   2.42 MBytes       
[  5]  55.00-56.00  sec  23.8 MBytes  199229 Kbits/sec    0   2.42 MBytes       
[  5]  56.00-57.00  sec  22.5 MBytes  188724 Kbits/sec  167   2.42 MBytes       
[  5]  57.00-58.00  sec  23.8 MBytes  199250 Kbits/sec    0   2.42 MBytes       
[  5]  58.00-59.00  sec  23.8 MBytes  199229 Kbits/sec    0   2.42 MBytes       
[  5]  59.00-60.00  sec  21.2 MBytes  178257 Kbits/sec  129   2.42 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec  1.32 GBytes  188439 Kbits/sec  4233             sender
[  5]   0.00-60.10  sec  1.32 GBytes  188051 Kbits/sec                  receiver

iperf Done.
