Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 54084 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  46.9 MBytes  393357 Kbits/sec  1151    568 KBytes       
[  5]   1.00-2.00   sec  50.0 MBytes  419431 Kbits/sec   33    513 KBytes       
[  5]   2.00-3.00   sec  50.0 MBytes  419431 Kbits/sec   62    546 KBytes       
[  5]   3.00-4.00   sec  47.5 MBytes  398458 Kbits/sec   35    513 KBytes       
[  5]   4.00-5.00   sec  48.8 MBytes  408945 Kbits/sec   34    547 KBytes       
[  5]   5.00-6.00   sec  50.0 MBytes  419442 Kbits/sec   64    519 KBytes       
[  5]   6.00-7.00   sec  47.5 MBytes  398447 Kbits/sec   29    519 KBytes       
[  5]   7.00-8.00   sec  47.5 MBytes  398459 Kbits/sec   33    602 KBytes       
[  5]   8.00-9.00   sec  50.0 MBytes  419430 Kbits/sec   68    510 KBytes       
[  5]   9.00-10.00  sec  50.0 MBytes  419431 Kbits/sec   29    574 KBytes       
[  5]  10.00-11.00  sec  50.0 MBytes  419430 Kbits/sec  110    551 KBytes       
[  5]  11.00-12.00  sec  48.8 MBytes  408944 Kbits/sec   26    536 KBytes       
[  5]  12.00-13.00  sec  48.8 MBytes  408945 Kbits/sec   34    512 KBytes       
[  5]  13.00-14.00  sec  48.8 MBytes  408950 Kbits/sec   65    516 KBytes       
[  5]  14.00-15.00  sec  47.5 MBytes  398454 Kbits/sec   67    512 KBytes       
[  5]  15.00-16.00  sec  48.8 MBytes  408945 Kbits/sec   34    547 KBytes       
[  5]  16.00-17.00  sec  50.0 MBytes  419430 Kbits/sec   54    527 KBytes       
[  5]  17.00-18.00  sec  47.5 MBytes  398459 Kbits/sec   28    520 KBytes       
[  5]  18.00-19.00  sec  48.8 MBytes  408950 Kbits/sec   31    516 KBytes       
[  5]  19.00-20.00  sec  48.8 MBytes  408941 Kbits/sec  107    512 KBytes       
[  5]  20.00-21.00  sec  47.5 MBytes  398458 Kbits/sec   62    530 KBytes       
[  5]  21.00-22.00  sec  48.8 MBytes  408945 Kbits/sec   36    564 KBytes       
[  5]  22.00-23.00  sec  50.0 MBytes  419430 Kbits/sec  111    553 KBytes       
[  5]  23.00-24.00  sec  48.8 MBytes  408945 Kbits/sec   31    518 KBytes       
[  5]  24.00-25.00  sec  50.0 MBytes  419430 Kbits/sec   60    686 KBytes       
[  5]  25.00-26.00  sec  50.0 MBytes  419436 Kbits/sec   63    551 KBytes       
[  5]  26.00-27.00  sec  47.5 MBytes  398458 Kbits/sec   34    512 KBytes       
[  5]  27.00-28.00  sec  48.8 MBytes  408939 Kbits/sec   59    549 KBytes       
[  5]  28.00-29.00  sec  48.8 MBytes  408945 Kbits/sec   30    519 KBytes       
[  5]  29.00-30.00  sec  50.0 MBytes  419431 Kbits/sec   31    553 KBytes       
[  5]  30.00-31.00  sec  48.8 MBytes  408944 Kbits/sec   89    559 KBytes       
[  5]  31.00-32.00  sec  48.8 MBytes  408945 Kbits/sec   28    544 KBytes       
[  5]  32.00-33.00  sec  50.0 MBytes  419436 Kbits/sec   35    642 KBytes       
[  5]  33.00-34.00  sec  48.8 MBytes  408938 Kbits/sec   96    512 KBytes       
[  5]  34.00-35.00  sec  47.5 MBytes  398460 Kbits/sec   68    510 KBytes       
[  5]  35.00-36.00  sec  47.5 MBytes  398459 Kbits/sec   36    598 KBytes       
[  5]  36.00-37.00  sec  50.0 MBytes  419430 Kbits/sec   67    543 KBytes       
[  5]  37.00-38.00  sec  48.8 MBytes  408944 Kbits/sec   45    536 KBytes       
[  5]  38.00-39.00  sec  50.0 MBytes  419431 Kbits/sec   60    527 KBytes       
[  5]  39.00-40.00  sec  48.8 MBytes  408944 Kbits/sec   62    561 KBytes       
[  5]  40.00-41.00  sec  48.8 MBytes  408944 Kbits/sec   31    529 KBytes       
[  5]  41.00-42.00  sec  50.0 MBytes  419432 Kbits/sec  107    544 KBytes       
[  5]  42.00-43.00  sec  48.8 MBytes  408950 Kbits/sec   15    536 KBytes       
[  5]  43.00-44.00  sec  45.0 MBytes  377482 Kbits/sec   45    498 KBytes       
[  5]  44.00-45.00  sec  52.5 MBytes  440408 Kbits/sec   43    518 KBytes       
[  5]  45.00-46.00  sec  48.8 MBytes  408939 Kbits/sec   48    561 KBytes       
[  5]  46.00-47.00  sec  48.8 MBytes  408944 Kbits/sec   56    519 KBytes       
[  5]  47.00-48.00  sec  47.5 MBytes  398459 Kbits/sec   32    515 KBytes       
[  5]  48.00-49.00  sec  50.0 MBytes  419430 Kbits/sec   34    553 KBytes       
[  5]  49.00-50.00  sec  48.8 MBytes  408944 Kbits/sec   49    520 KBytes       
[  5]  50.00-51.00  sec  48.8 MBytes  408956 Kbits/sec   61    520 KBytes       
[  5]  51.00-52.00  sec  48.8 MBytes  408934 Kbits/sec   66    553 KBytes       
[  5]  52.00-53.00  sec  50.0 MBytes  419430 Kbits/sec   64    526 KBytes       
[  5]  53.00-54.00  sec  47.5 MBytes  398459 Kbits/sec   33    513 KBytes       
[  5]  54.00-55.00  sec  48.8 MBytes  408950 Kbits/sec   34    512 KBytes       
[  5]  55.00-56.00  sec  50.0 MBytes  419425 Kbits/sec   93    561 KBytes       
[  5]  56.00-57.00  sec  48.8 MBytes  408945 Kbits/sec   31    516 KBytes       
[  5]  57.00-58.00  sec  48.8 MBytes  408950 Kbits/sec   31    516 KBytes       
[  5]  58.00-59.00  sec  48.8 MBytes  408939 Kbits/sec   97    559 KBytes       
[  5]  59.00-60.00  sec  48.8 MBytes  408943 Kbits/sec   31    516 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec  2.86 GBytes  409908 Kbits/sec  4198             sender
[  5]   0.00-60.01  sec  2.86 GBytes  409470 Kbits/sec                  receiver

iperf Done.
